"","group","Pig","Sample.type","Day","Treatment","All","Order","value","value2"
"683","X9P310R4D0",310,"Fecal or Fecal swab","0","INF_NoTRMT","0_INF_NoTRMT","Enterobacteriales",0.00847457627118644,0.121065375302663
"684","X9P310R4Dm3",310,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Enterobacteriales",0.00617760617760618,0.0386100386100386
"685","X9P311R4D7",311,"Fecal","7","INF_NoTRMT","7_INF_NoTRMT","Enterobacteriales",0.000782472613458529,0.00782472613458529
"686","X9P311R4Dm3",311,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Enterobacteriales",0.0147630147630148,0.0922688422688423
"687","X9P312R4D7",312,"Fecal","7","INF_NoTRMT","7_INF_NoTRMT","Enterobacteriales",0.00231660231660232,0.0231660231660232
"688","X9P312R4Dm3",312,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Enterobacteriales",0.00232018561484919,0.0145011600928074
"689","X9P313R4D7",313,"Fecal","7","INF_NoTRMT","7_INF_NoTRMT","Enterobacteriales",0.000769822940723634,0.00769822940723633
"690","X9P313R4Dm3",313,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Enterobacteriales",0.00772797527047913,0.0482998454404946
"691","X9P314R4D7",314,"Fecal","7","INF_NoTRMT","7_INF_NoTRMT","Enterobacteriales",0,0
"692","X9P315R4D7",315,"Fecal","7","INF_NoTRMT","7_INF_NoTRMT","Enterobacteriales",0.000769230769230769,0.00769230769230769
"693","X9P316R4Dm3",316,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Enterobacteriales",0.00231660231660232,0.0144787644787645
"694","X9P317R4D0",317,"Fecal or Fecal swab","0","INF_NoTRMT","0_INF_NoTRMT","Enterobacteriales",0.00847457627118644,0.121065375302663
"695","X9P317R4Dm3",317,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Enterobacteriales",0.0192752505782575,0.120470316114109
"696","X9P319R4Dm3",319,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Enterobacteriales",0.00541795665634675,0.0338622291021672
"697","X9P320R4D0",320,"Fecal or Fecal swab","0","INF_NoTRMT","0_INF_NoTRMT","Enterobacteriales",0.00307929176289453,0.0439898823270648
"698","X9P320R4Dm3",320,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Enterobacteriales",0,0
"699","X9P321R4D7",321,"Fecal","7","INF_NoTRMT","7_INF_NoTRMT","Enterobacteriales",0.000772200772200772,0.00772200772200772
"700","X9P321R4Dm3",321,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Enterobacteriales",0.000777000777000777,0.00485625485625486
"701","X9P322R4D0",322,"Fecal or Fecal swab","0","INF_NoTRMT","0_INF_NoTRMT","Enterobacteriales",0.0046260601387818,0.0660865734111686
"702","X9P322R4D7",322,"Fecal","7","INF_NoTRMT","7_INF_NoTRMT","Enterobacteriales",0,0
"703","X9P322R4Dm3",322,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Enterobacteriales",0.00464396284829721,0.0290247678018576
"704","X9P323R4D7",323,"Fecal","7","INF_NoTRMT","7_INF_NoTRMT","Enterobacteriales",0.0100541376643465,0.100541376643465
"705","X9P323R4Dm3",323,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Enterobacteriales",0.0108191653786708,0.0676197836166924
"706","X9P324R4D0",324,"Fecal or Fecal swab","0","INF_NoTRMT","0_INF_NoTRMT","Enterobacteriales",0.00853374709076804,0.121910672725258
"707","X9P324R4D7",324,"Fecal","7","INF_NoTRMT","7_INF_NoTRMT","Enterobacteriales",0.00232198142414861,0.0232198142414861
"708","X9P324R4Dm3",324,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Enterobacteriales",0.00232198142414861,0.0145123839009288
"709","X9P325R4D7",325,"Fecal","7","INF_NoTRMT","7_INF_NoTRMT","Enterobacteriales",0.00155642023346304,0.0155642023346304
"710","X9P325R4Dm3",325,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Enterobacteriales",0,0
"711","X9P246R1Dm3",246,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Campylobacterales",0,0
"712","X9P247R1Dm3",247,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Campylobacterales",0.0209302325581395,0.116279069767442
"713","X9P248R1Dm3",248,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Campylobacterales",0.00153964588144727,0.00855358823026259
"714","X9P249R1Dm3",249,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Campylobacterales",0.00693909020817271,0.038550501156515
"715","X9P250R1D0",250,"Fecal or Fecal swab","0","NONINF_NoTRMT","0_NONINF_NoTRMT","Campylobacterales",0.00769230769230769,0.0854700854700855
"716","X9P250R1Dm3",250,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Campylobacterales",0.00464037122969838,0.025779840164991
"717","X9P251R1D7",251,"Fecal","7","NONINF_NoTRMT","7_NONINF_NoTRMT","Campylobacterales",0.00232018561484919,0.0290023201856148
"718","X9P251R1Dm3",251,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Campylobacterales",0.0926640926640927,0.514800514800515
"719","X9P252R1Dm3",252,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Campylobacterales",0.0069713400464756,0.0387296669248645
"720","X9P253R1D7",253,"Fecal","7","NONINF_NoTRMT","7_NONINF_NoTRMT","Campylobacterales",0.000772200772200772,0.00965250965250965
"721","X9P253R1Dm3",253,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Campylobacterales",0.0154918667699458,0.0860659264996988
"722","X9P254R1Dm3",254,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Campylobacterales",0.00698757763975155,0.0388198757763975
"723","X9P255R1D0",255,"Fecal or Fecal swab","0","NONINF_NoTRMT","0_NONINF_NoTRMT","Campylobacterales",0.000769230769230769,0.00854700854700855
"724","X9P255R1D7",255,"Fecal","7","NONINF_NoTRMT","7_NONINF_NoTRMT","Campylobacterales",0.0038550501156515,0.0481881264456438
"725","X9P255R1Dm3",255,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Campylobacterales",0.000771604938271605,0.00428669410150892
"726","X9P257R1D0",257,"Fecal or Fecal swab","0","NONINF_NoTRMT","0_NONINF_NoTRMT","Campylobacterales",0.00155159038013964,0.0172398931126627
"727","X9P257R1Dm3",257,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Campylobacterales",0.00850077279752705,0.0472265155418169
"728","X9P258R1D0",258,"Fecal or Fecal swab","0","NONINF_NoTRMT","0_NONINF_NoTRMT","Campylobacterales",0,0
"729","X9P258R1Dm3",258,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Campylobacterales",0.00154320987654321,0.00857338820301783
"730","X9P259R1D0",259,"Fecal or Fecal swab","0","NONINF_NoTRMT","0_NONINF_NoTRMT","Campylobacterales",0.00463320463320463,0.0514800514800515
"731","X9P259R1Dm3",259,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Campylobacterales",0,0
"732","X9P261R1D0",261,"Fecal or Fecal swab","0","NONINF_NoTRMT","0_NONINF_NoTRMT","Campylobacterales",0.000772200772200772,0.00858000858000858
"733","X9P261R1D7",261,"Fecal","7","NONINF_NoTRMT","7_NONINF_NoTRMT","Campylobacterales",0.000772797527047913,0.00965996908809892
"734","X9P261R1Dm3",261,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Campylobacterales",0.00846805234795997,0.0470447352664443
"735","X9P262R1D7",262,"Fecal","7","NONINF_NoTRMT","7_NONINF_NoTRMT","Campylobacterales",0.0046260601387818,0.0578257517347725
"736","X9P262R1Dm3",262,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Campylobacterales",0.00231839258114374,0.0128799587841319
"737","X9P263R1D0",263,"Fecal or Fecal swab","0","NONINF_NoTRMT","0_NONINF_NoTRMT","Campylobacterales",0.00386398763523957,0.0429331959471063
"738","X9P263R1D7",263,"Fecal","7","NONINF_NoTRMT","7_NONINF_NoTRMT","Campylobacterales",0.00307692307692308,0.0384615384615385
"739","X9P263R1Dm3",263,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Campylobacterales",0.000771010023130301,0.00428338901739056
"740","X9P264R1D0",264,"Fecal or Fecal swab","0","NONINF_NoTRMT","0_NONINF_NoTRMT","Campylobacterales",0,0
"741","X9P264R1D7",264,"Fecal","7","NONINF_NoTRMT","7_NONINF_NoTRMT","Campylobacterales",0,0
"742","X9P264R1Dm3",264,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Campylobacterales",0,0
"743","X9P265R1D0",265,"Fecal or Fecal swab","0","NONINF_NoTRMT","0_NONINF_NoTRMT","Campylobacterales",0,0
"744","X9P265R1D7",265,"Fecal","7","NONINF_NoTRMT","7_NONINF_NoTRMT","Campylobacterales",0,0
"745","X9P265R1Dm3",265,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Campylobacterales",0.00386996904024768,0.021499828001376
"746","X9P266R2Dm3",266,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Campylobacterales",0.127118644067797,0.635593220338983
"747","X9P267R2D0",267,"Fecal or Fecal swab","0","INF_OralOTC","0_INF_OralOTC","Campylobacterales",0,0
"748","X9P267R2Dm3",267,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Campylobacterales",0.00463320463320463,0.0231660231660232
"749","X9P268R2Dm3",268,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Campylobacterales",0.000771010023130301,0.0038550501156515
"750","X9P269R2D0",269,"Fecal or Fecal swab","0","INF_OralOTC","0_INF_OralOTC","Campylobacterales",0,0
"751","X9P269R2Dm3",269,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Campylobacterales",0.109907120743034,0.54953560371517
"752","X9P270R2Dm3",270,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Campylobacterales",0,0
"753","X9P271R2D7",271,"Fecal","7","INF_OralOTC","7_INF_OralOTC","Campylobacterales",0.0015420200462606,0.015420200462606
"754","X9P271R2Dm3",271,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Campylobacterales",0.00154320987654321,0.00771604938271605
"755","X9P272R2D7",272,"Fecal","7","INF_OralOTC","7_INF_OralOTC","Campylobacterales",0.00540123456790123,0.0540123456790123
"756","X9P272R2Dm3",272,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Campylobacterales",0.00154083204930663,0.00770416024653313
"757","X9P273R2D7",273,"Fecal","7","INF_OralOTC","7_INF_OralOTC","Campylobacterales",0,0
"758","X9P273R2Dm3",273,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Campylobacterales",0.0062015503875969,0.0310077519379845
"759","X9P274R2D7",274,"Fecal or Fecal swab","7","INF_OralOTC","7_INF_OralOTC","Campylobacterales",0.000772200772200772,0.00772200772200772
"760","X9P274R2Dm3",274,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Campylobacterales",0,0
"761","X9P275R2D7",275,"Fecal or Fecal swab","7","INF_OralOTC","7_INF_OralOTC","Campylobacterales",0,0
"762","X9P275R2Dm3",275,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Campylobacterales",0.00694444444444444,0.0347222222222222
"763","X9P276R2Dm3",276,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Campylobacterales",0.0217560217560218,0.108780108780109
"764","X9P277R2Dm3",277,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Campylobacterales",0.0123934934159566,0.0619674670797831
"765","X9P278R2D0",278,"Fecal or Fecal swab","0","INF_OralOTC","0_INF_OralOTC","Campylobacterales",0.000772200772200772,0.0154440154440154
"766","X9P278R2Dm3",278,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Campylobacterales",0.0038550501156515,0.0192752505782575
"767","X9P279R2Dm3",279,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Campylobacterales",0.209752321981424,1.04876160990712
"768","X9P280R2D0",280,"Fecal or Fecal swab","0","INF_OralOTC","0_INF_OralOTC","Campylobacterales",0.0015420200462606,0.030840400925212
"769","X9P280R2Dm3",280,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Campylobacterales",0.0061633281972265,0.0308166409861325
"770","X9P281R2D7",281,"Fecal","7","INF_OralOTC","7_INF_OralOTC","Campylobacterales",0,0
"771","X9P281R2Dm3",281,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Campylobacterales",0.0185185185185185,0.0925925925925926
"772","X9P282R2D7",282,"Fecal","7","INF_OralOTC","7_INF_OralOTC","Campylobacterales",0,0
"773","X9P282R2Dm3",282,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Campylobacterales",0.0761538461538462,0.380769230769231
"774","X9P283R2D7",283,"Fecal","7","INF_OralOTC","7_INF_OralOTC","Campylobacterales",0,0
"775","X9P283R2Dm3",283,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Campylobacterales",0.000772200772200772,0.00386100386100386
"776","X9P284R2D0",284,"Fecal or Fecal swab","0","INF_OralOTC","0_INF_OralOTC","Campylobacterales",0,0
"777","X9P284R2D7",284,"Fecal","7","INF_OralOTC","7_INF_OralOTC","Campylobacterales",0.000771010023130301,0.00771010023130301
"778","X9P284R2Dm3",284,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Campylobacterales",0.0509259259259259,0.25462962962963
"779","X9P285R2D7",285,"Fecal","7","INF_OralOTC","7_INF_OralOTC","Campylobacterales",0.000769822940723634,0.00769822940723633
"780","X9P285R2Dm3",285,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Campylobacterales",0.153488372093023,0.767441860465116
"781","X9P286R3D0",286,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Campylobacterales",0.0015420200462606,0.0118616926635431
"782","X9P286R3Dm3",286,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Campylobacterales",0.00616808018504241,0.038550501156515
"783","X9P287R3Dm3",287,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Campylobacterales",0.0770428015564202,0.481517509727626
"784","X9P288R3Dm3",288,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Campylobacterales",0.0030840400925212,0.0192752505782575
"785","X9P289R3Dm3",289,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Campylobacterales",0.0108024691358025,0.0675154320987654
"786","X9P290R3D0",290,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Campylobacterales",0.000772797527047913,0.00594459636190703
"787","X9P290R3Dm3",290,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Campylobacterales",0.00232919254658385,0.0145574534161491
"788","X9P291R3D0",291,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Campylobacterales",0.0030840400925212,0.0237233853270862
"789","X9P291R3D7",291,"Fecal","7","INF_InjOTC","7_INF_InjOTC","Campylobacterales",0.000770416024653313,0.00770416024653313
"790","X9P292R3D7",292,"Fecal","7","INF_InjOTC","7_INF_InjOTC","Campylobacterales",0,0
"791","X9P292R3Dm3",292,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Campylobacterales",0.00465116279069767,0.0290697674418605
"792","X9P293R3D0",293,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Campylobacterales",0.000771010023130301,0.00593084633177154
"793","X9P293R3D7",293,"Fecal","7","INF_InjOTC","7_INF_InjOTC","Campylobacterales",0,0
"794","X9P293R3Dm3",293,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Campylobacterales",0.00230769230769231,0.0144230769230769
"795","X9P294R3D7",294,"Fecal","7","INF_InjOTC","7_INF_InjOTC","Campylobacterales",0,0
"796","X9P294R3Dm3",294,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Campylobacterales",0.00462249614791988,0.0288906009244992
"797","X9P295R3D0",295,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Campylobacterales",0.00617283950617284,0.0474833808167141
"798","X9P295R3D7",295,"Fecal","7","INF_InjOTC","7_INF_InjOTC","Campylobacterales",0,0
"799","X9P295R3Dm3",295,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Campylobacterales",0.0115473441108545,0.0721709006928406
"800","X9P296R3D0",296,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Campylobacterales",0,0
"801","X9P296R3Dm3",296,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Campylobacterales",0.000771010023130301,0.00481881264456438
"802","X9P297R3D0",297,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Campylobacterales",0.000770416024653313,0.00592627711271779
"803","X9P299R3D0",299,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Campylobacterales",0.00540123456790123,0.0415479582146249
"804","X9P299R3Dm3",299,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Campylobacterales",0.0046260601387818,0.0289128758673863
"805","X9P300R3D0",300,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Campylobacterales",0.000769230769230769,0.00591715976331361
"806","X9P300R3Dm3",300,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Campylobacterales",0.00154320987654321,0.00964506172839506
"807","X9P301R3D0",301,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Campylobacterales",0.00462249614791988,0.0355576626763068
"808","X9P301R3D7",301,"Fecal","7","INF_InjOTC","7_INF_InjOTC","Campylobacterales",0,0
"809","X9P301R3Dm3",301,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Campylobacterales",0.00924499229583975,0.0577812018489985
"810","X9P302R3D0",302,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Campylobacterales",0,0
"811","X9P302R3D7",302,"Fecal","7","INF_InjOTC","7_INF_InjOTC","Campylobacterales",0.00154798761609907,0.0154798761609907
"812","X9P302R3Dm3",302,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Campylobacterales",0.00309837335398916,0.0193648334624322
"813","X9P303R3D7",303,"Fecal","7","INF_InjOTC","7_INF_InjOTC","Campylobacterales",0.0015420200462606,0.015420200462606
"814","X9P304R3D0",304,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Campylobacterales",0.00153846153846154,0.0118343195266272
"815","X9P304R3D7",304,"Fecal","7","INF_InjOTC","7_INF_InjOTC","Campylobacterales",0,0
"816","X9P304R3Dm3",304,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Campylobacterales",0.000770416024653313,0.00481510015408321
"817","X9P305R3D0",305,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Campylobacterales",0.00692307692307692,0.0532544378698225
"818","X9P305R3D7",305,"Fecal","7","INF_InjOTC","7_INF_InjOTC","Campylobacterales",0,0
"819","X9P305R3Dm3",305,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Campylobacterales",0.0208012326656394,0.130007704160247
"820","X9P306R4Dm3",306,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Campylobacterales",0.000774593338497289,0.00484120836560806
"821","X9P307R4Dm3",307,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Campylobacterales",0.0108864696734059,0.0680404354587869
"822","X9P308R4D0",308,"Fecal or Fecal swab","0","INF_NoTRMT","0_INF_NoTRMT","Campylobacterales",0,0
"823","X9P308R4Dm3",308,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Campylobacterales",0.00464037122969838,0.0290023201856148
"824","X9P309R4D0",309,"Fecal or Fecal swab","0","INF_NoTRMT","0_INF_NoTRMT","Campylobacterales",0,0
"825","X9P310R4D0",310,"Fecal or Fecal swab","0","INF_NoTRMT","0_INF_NoTRMT","Campylobacterales",0.00308166409861325,0.0440237728373322
"826","X9P310R4Dm3",310,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Campylobacterales",0.00386100386100386,0.0241312741312741
"827","X9P311R4D7",311,"Fecal","7","INF_NoTRMT","7_INF_NoTRMT","Campylobacterales",0,0
"828","X9P311R4Dm3",311,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Campylobacterales",0.00155400155400155,0.00971250971250971
"829","X9P312R4D7",312,"Fecal","7","INF_NoTRMT","7_INF_NoTRMT","Campylobacterales",0.000772200772200772,0.00772200772200772
"830","X9P312R4Dm3",312,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Campylobacterales",0.00618716163959783,0.0386697602474865
"831","X9P313R4D7",313,"Fecal","7","INF_NoTRMT","7_INF_NoTRMT","Campylobacterales",0.000769822940723634,0.00769822940723633
"832","X9P313R4Dm3",313,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Campylobacterales",0.151468315301391,0.946676970633694
"833","X9P314R4D7",314,"Fecal","7","INF_NoTRMT","7_INF_NoTRMT","Campylobacterales",0.000771604938271605,0.00771604938271605
"834","X9P315R4D7",315,"Fecal","7","INF_NoTRMT","7_INF_NoTRMT","Campylobacterales",0.000769230769230769,0.00769230769230769
"835","X9P316R4Dm3",316,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Campylobacterales",0.134362934362934,0.83976833976834
"836","X9P317R4D0",317,"Fecal or Fecal swab","0","INF_NoTRMT","0_INF_NoTRMT","Campylobacterales",0.00308166409861325,0.0440237728373322
"837","X9P317R4Dm3",317,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Campylobacterales",0.0208172706245181,0.130107941403238
"838","X9P319R4Dm3",319,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Campylobacterales",0.0178018575851393,0.111261609907121
"839","X9P320R4D0",320,"Fecal or Fecal swab","0","INF_NoTRMT","0_INF_NoTRMT","Campylobacterales",0,0
"840","X9P320R4Dm3",320,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Campylobacterales",0.0192752505782575,0.120470316114109
"841","X9P321R4D7",321,"Fecal","7","INF_NoTRMT","7_INF_NoTRMT","Campylobacterales",0.000772200772200772,0.00772200772200772
"842","X9P321R4Dm3",321,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Campylobacterales",0.0233100233100233,0.145687645687646
"843","X9P322R4D0",322,"Fecal or Fecal swab","0","INF_NoTRMT","0_INF_NoTRMT","Campylobacterales",0.0023130300693909,0.0330432867055843
"844","X9P322R4D7",322,"Fecal","7","INF_NoTRMT","7_INF_NoTRMT","Campylobacterales",0,0
"845","X9P322R4Dm3",322,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Campylobacterales",0.0224458204334365,0.140286377708978
"846","X9P323R4D7",323,"Fecal","7","INF_NoTRMT","7_INF_NoTRMT","Campylobacterales",0.00618716163959783,0.0618716163959784
"847","X9P323R4Dm3",323,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Campylobacterales",0.0595054095826893,0.371908809891808
"848","X9P324R4D0",324,"Fecal or Fecal swab","0","INF_NoTRMT","0_INF_NoTRMT","Campylobacterales",0.000775795190069822,0.0110827884295689
"849","X9P324R4D7",324,"Fecal","7","INF_NoTRMT","7_INF_NoTRMT","Campylobacterales",0.000773993808049536,0.00773993808049536
"850","X9P324R4Dm3",324,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Campylobacterales",0.00154798761609907,0.0096749226006192
"851","X9P325R4D7",325,"Fecal","7","INF_NoTRMT","7_INF_NoTRMT","Campylobacterales",0,0
"852","X9P325R4Dm3",325,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Campylobacterales",0.0389711613406079,0.2435697583788
"853","X9P246R1Dm3",246,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Coriobacteriales",0.0185185185185185,0.102880658436214
"854","X9P247R1Dm3",247,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Coriobacteriales",0.0147286821705426,0.0818260120585702
"855","X9P248R1Dm3",248,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Coriobacteriales",0.00153964588144727,0.00855358823026259
